x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.08886267387393164,0.09817960368488725,0.01146929681902974,0.0036505926259999158,0.06929931112207803,0.07610601349673365,0.08094937338945382,0.07294582790620457,0.06674631520246059,0.03408576204765869,0.08061631512692231,0.01139803691002227,0.07601300211545255,0.003265610092527416,0.05108251427641293,0.06755605937385611,0.09848876172861948,0.07929088870811425,0.021279755504153244,0.04361691861979821,0.023076474170927865,0.02207814037914131,0.054802951875177454,0.051823358180791194,0.020427072082917677,-0.19807490418834336,0.00980911776851613,0.08494042955846828,0.044317055174388865,0.024191712552021072,0.09619476515244016,0.05110567118457513,0.09340055997900794,0.0019271210049953136,0.07073340392463014,0.04872641161375185,0.060743207371545586,0.08721883757591636,0.02536225919977725,0.021145570680164063,0.0876626632441838,0.045729591378696435,0.031073670147015387,0.07544104451787226,0.07655544027352042,0.00274693156866076,0.09479577939230771,0.025340196927043413,0.015589656862674673,0.05999590118327722,0.09622989286900041,0.08199633302034778,0.0698704616663949,0.04716492489920553,0.09581568653461008,0.074157775220024,0.09349362198955902,0.050912442391254115,0.07983886670334925,0.07694599146733953,0.0771915210252685,0.08416730838317199,0.09813734469822227,R
0.023213880230035313,0.09187447359043097,0.04883260670278097,0.0959911660943406,0.01035594942404653,0.05259747893823306,0.03294927760997307,0.06463261152842488,0.005074866834396452,0.024146921895834096,0.010431116548335652,0.03244839808573772,0.0691607089908201,0.09795619284294872,0.06598806061071477,0.05961847955500204,0.03797830722802081,0.06732528646535667,0.07956699379691613,0.06627254398554282,0.053664128164096804,0.021745798907499194,0.06208543541709921,0.03322198330660369,0.0619275025399674,-0.11697366932826898,0.008067823081129855,0.004134849984672184,0.059869360840451996,0.01850822088860036,0.013707418788059478,0.02200989357104184,0.06091099523484146,0.00532267062805516,0.003271661987603525,0.03300849184522077,0.05134987590191298,0.035261381596501405,0.08496952348083751,0.09750717158044282,0.024188508189334726,0.09750547516345148,0.09273525283778873,0.07990245636652413,0.09290713949141012,0.06643044010970608,0.06981583665191603,0.010106693881136908,0.09197136583368781,0.06499340684411188,0.05846977237586688,0.05153123609252946,0.06408477848772366,0.03815882261015152,0.08533905734084381,0.03259651890215333,0.07303149183734335,0.04272849813363361,0.016779034547826255,0.08786890350766874,0.07628949647620584,0.037221530379861936,0.038958143809073933,R
0.01672267240856693,0.04095386216272197,0.006341883513774016,0.0632853367620534,0.06862301006726042,0.0996180270272389,0.043101922129148665,0.09651291927978625,0.08983516176058033,0.012654050931152884,0.05100463814032381,0.06456411832510132,0.09624409257320653,0.05052348957102947,0.09897633373955561,0.08224813797849499,0.060756951953484455,0.025598097661683063,0.00822406670542003,0.08990942293353334,2.079699642753008e-05,0.0393744054806493,0.08357442876349007,0.003133364597470756,0.006310419711712135,-0.12002714129001749,0.06681300190878717,0.07773487355566996,0.09973472048766138,0.0856464237100249,0.06606061579488873,0.09338059306032441,0.01956138983929886,0.019719971105372703,0.09489962099729439,0.059995193082797584,0.07026001920503684,0.009393060349660221,0.026265022424689123,0.03507500053933449,0.06159102881636486,0.09877137939732453,0.043979286123313546,0.02608760618551962,0.05440214014807562,0.08971676804015077,0.08011383040426179,0.06918093855329605,0.09459308464759608,0.08010080601465154,0.029758356406816955,0.09205024181426684,0.05226039350140536,0.06499041426754287,0.052694484658228694,0.04030513108663313,0.09902677881069716,0.08850965619311298,0.08309343743145939,0.08716200059070209,0.036776666613819765,0.07194271981002426,0.04044388095728793,R
0.05143749029675209,0.08281745526885052,0.04380836814344019,0.09769390394359226,0.05117751563693891,0.043864123973909555,0.09373564763522585,0.007961263345145731,0.09468876521761153,0.09890918173501256,0.0553675812628997,0.034807763588184784,0.013749908193884643,0.015707431461754053,0.08993071437486785,0.06780646047063921,0.05936352971357178,0.020340605768214226,0.04663429090817753,0.07417350675317884,0.022204826673544165,0.06600618712621119,0.06152804119300947,0.050258918266750274,0.0809329948361811,-0.13929299662466965,0.014157196946045348,0.09199885020270454,0.09960306721508848,0.06656852092453323,0.04842699639621959,0.04915255232984539,0.03663598537739093,0.08702688684978464,0.07438724153007541,0.06684588650995281,0.0358827896504919,0.022747447376515986,0.0012960724405860825,0.09032178913020404,0.0755588485391927,0.006236175221222451,0.056593432908877986,0.07089967221886107,0.0109645399740144,0.04380291008466208,0.09032727431491694,0.016974154849226455,0.09953125429036087,0.09867101927179102,0.09374155304734241,0.06950131902303963,0.06468224615404801,0.06640492392828215,0.0432588940027133,0.007688479680946825,0.05179887568833028,0.04488808335735342,0.06782829929884797,0.06403436506393317,0.046243281589038066,0.0008137680596705277,0.007050103468020753,R
0.009122986798044741,0.004909277178731953,0.08925718467188448,0.05142538839672165,0.04382291667651022,0.02998968607187913,0.07558390100171515,0.018198409246308368,0.07641772464635012,0.04267510192638843,0.041348960408055815,0.04663219321572337,0.017738587989904187,0.05833813242761446,0.09435443917748057,0.05998500905633826,0.043051841486173595,0.008040426776827625,0.06829489750807051,0.01115541750068686,0.008293007334831027,0.056577119162072566,0.025538320015764338,0.04041643182037885,0.06096055225831313,-0.13527714276940397,0.06950733457380856,0.022175604993013555,0.03932724766937132,0.09495606228410068,0.09299876509364544,0.02855116940961068,0.09289327371785333,0.02697442269874517,0.021519202143841246,0.059167401357729604,0.08325287795910268,0.0052808602860904726,0.019302935658227494,0.0840869619280008,0.006136658486109903,0.07688797498259219,0.050632764794172114,0.06571508865736776,0.040768173551764986,0.005942711854498606,0.04424768320350417,0.09775370031107722,0.07236147275423953,0.07678154000317214,0.07422764252685655,0.06771884222632128,0.09201015913095863,0.07866854162650976,0.062083314889032896,0.09113547290988572,0.09976593035525826,0.04343343500236982,0.06946102058880078,0.01071635030475916,0.02985488536169254,0.06900440955251495,0.004916220047678621,R
0.08827434712562267,0.0592795525926742,0.04473368524131858,0.056709677427478115,0.015497063592917082,0.012241032282382103,0.04301603106944334,0.0986933398242383,0.008757687740632658,0.03422628303301141,0.06468290748334417,0.05295087575347745,0.0093357941341921,0.03334750792807225,0.01987194241246403,0.014276810761170511,0.007294719249719728,0.08476398082909885,0.09490004834876248,0.03767921330220406,0.049967354676187195,0.035414277261262166,0.0979044502329012,0.009733108017926206,0.021906957468003654,-0.18119615245420279,0.06411318167987783,0.09650590394426874,0.0006703988568971475,0.0549538492566254,0.008783224322624295,0.09160304758494445,0.028271442480010213,0.01332351120284625,0.0020814516766775593,0.06999327053304692,0.020384782451781127,0.05216117806740327,0.04452971976777718,0.03106914821688076,0.039940487095941585,0.09635288048122398,0.009713126573919829,0.07560512263799962,0.06772082862752087,0.05174708833201067,0.09600360180720979,0.009783650970959701,0.0625974107157238,0.035838443218424824,0.03878996011088201,0.03500839573288058,0.08559328685874001,0.04584176159220557,0.03211297523017339,0.07405795594745186,0.045161327763149996,0.010541203881897276,0.02570810985859745,0.09821995926928295,0.07058147937276626,0.09090060406148937,0.03800501249667598,R
0.04328229469697386,0.031136019941521,0.07032547026350476,0.08570311767920168,0.021314847019155782,0.0003755416315561977,0.054051295415673106,0.06372346913100213,0.08812611992822986,0.09548344943983253,0.08803115587616958,0.026672251346217726,0.025754879660399424,0.0011413574951820383,0.07477621566138504,0.027567752749132646,0.08097297057838393,0.0029293072731107375,0.020224540151507944,0.07251603903463019,0.016839757925924303,0.05883723301946661,0.039066273027069415,0.06247786825791011,0.03860453495274573,-0.18950093689771688,0.09136760095486676,0.024150032142049374,0.02789100490186617,0.09948825631713187,0.08126611336668581,0.061965832471264685,0.076773495761853,0.07499636039480484,0.0562374545955219,0.07789871248330414,0.004043292347850902,0.06044123194766785,0.08151408375976762,0.08536323104503649,0.039815661019260144,0.09865136347570973,0.06058475494188134,0.04757317242870113,0.09029178813594542,0.02528293057927518,0.00740000391032033,0.04010335238893619,0.06344602777727426,0.05157225829073972,0.051908866929308496,0.03959294494008282,0.046994755150648285,0.09426643370939462,0.08480856677595244,0.09822766041748954,0.09884548075537883,0.0055599984362968095,0.06905085351931753,0.07066397123198656,0.08712180703063384,0.007586197613550927,0.01217627646773748,R
0.09468269997132293,0.01504703368689555,0.03246438964329856,0.05996525210607965,0.0089492964099945,0.05062409973028566,0.04986906382197606,0.08336776523237749,0.040761159813264204,0.041108663725586116,0.0030805157951348753,0.06001041010695605,0.0759569413907592,0.024996834008959547,0.03054043672227861,0.011114781207330594,0.08799464077822997,0.0837246786318489,0.096346797357376,0.07523412930201905,0.07836746536152378,0.00821029202343887,0.08882020784911943,0.08163624500373791,0.065053650928901,-0.1513813898932886,0.024183235674174654,0.06010935084436484,0.01890618260457635,0.05739250775659095,0.023638324145928626,0.019885836831386318,0.08062893972757512,0.08320115425503923,0.08460544634011856,0.07477488045283791,0.06264651483149748,0.09194020556730215,0.08008855529826975,0.06090719806524028,0.07738868164463743,0.08439458111581788,0.02689970633006672,0.036704926264947,0.005559817713876736,0.028883434992045112,0.02740129989401482,0.053474153516924985,0.0007150397222286276,0.08344193519810378,0.01862699324488637,0.055634120453645054,0.05997159143224498,0.06552906464266468,0.06498706759475584,0.08739684942352292,0.05190525533384275,0.040530716826398194,0.061014349894335185,0.025654437199080574,0.02281806468100024,0.05920008569287101,0.0885456333051442,R
0.07347139746533615,0.04996631564145011,0.07528202043162223,0.02428053309466163,0.08936959052107718,0.07246923610384988,0.07503090426752901,0.08700738306305908,0.04089019403783561,0.07346948424795056,0.02303939308103216,0.025274169864670584,0.03131965983488565,0.08028303485107605,0.02474954885311912,0.0618091051099161,0.051809900219680266,0.07913691670510647,0.059683167580485155,0.0378959825819383,0.05207548255593465,0.09004945232013319,0.013373264650207307,0.017959724557336475,0.031211504830242986,-0.10731636169925758,0.09089600922795378,0.029830411006243687,0.08766301586957259,0.05905267809885531,0.026889872299409735,0.06064215581270302,0.00742286646238649,0.02809220050806288,0.07663715942556604,0.0634008441138839,0.08219437852882228,0.09360743883219087,0.09444825908351559,0.02885240878165223,0.018345877353587527,0.07711488122598156,0.00901863433684894,0.010682039142196786,0.014063296636556588,0.06795237912012679,0.05573643416008486,0.05629010872703708,0.004438924545420497,0.031198193431090482,0.041731156026185816,0.09976762749616323,0.013375855016764582,0.008434006470826705,0.0014055351205161327,0.042997832686029,0.014535191913727165,0.08473952683310933,0.09595436433144973,0.012004309537160052,0.03427514188489555,0.008850989475003035,0.08131022392052402,R
0.07243013158896054,0.05119272408560746,0.02203124382469206,0.06908488046706153,0.06894359127060877,0.0851818309481984,0.06488277463034026,0.08309436741915767,0.020425855689642936,0.04869670157301606,1.5138192624908343e-05,0.06888723629406665,0.07953933880434055,0.0037700824441212924,0.02824377503014649,0.04402103794589784,0.04081872620561571,0.02481791385262996,0.057812085172717534,0.04765176327237256,0.006283461690499126,0.022902525438319412,0.04773439721080722,0.0023804270001267836,0.015375077304483864,-0.14755418128913053,0.044554087647847865,0.005074519903617115,0.0670671040274262,0.02466024976800152,0.059280828154412483,0.0914649667826308,0.032595105729985654,0.0019874700018237546,0.09935564918155937,0.08274567361106663,0.06325168864377807,0.055969483720948836,0.06745572466842323,0.043112609001028604,0.06177473871485806,0.08114250744253586,0.01774895570927273,0.03938150152151886,0.02253669182125916,0.05638856361662264,0.08965755156618707,0.018349366182002735,0.0012373313170568224,0.06700157355740863,0.028940671499965875,0.007853090189699331,0.07463706241678195,0.04614625559397715,0.006586489902223935,0.011412465832913178,0.08978421219712913,0.030710407798851716,0.03095646757934181,0.0238993668981492,0.011834378255649692,0.030461759102363498,0.09589350515420182,R
